MaintenanceID,TurfID,MaintenanceType,MaintenanceDate,PerformedByStaffID,Cost,DurationHours,Status,Notes
MNT01162,TURF026,Floodlight Repair,2025-04-13,STF0100,12000,4,Completed,Pre-season prep
MNT01163,TURF042,Fencing Repair,2024-01-09,STF0082,3000,1,Completed,Customer complaint follow-up
MNT01164,TURF001,Fencing Repair,2025-01-06,STF0009,1000,4,Completed,Routine check
MNT01165,TURF007,Net Replacement,2024-07-02,STF0030,1500,1,Completed,Urgent repair
MNT01166,TURF045,Drainage Check,2025-01-04,STF0069,1500,6,Completed,Scheduled upkeep
MNT01167,TURF006,Cleaning,2024-01-25,STF0047,1000,4,Completed,Urgent repair
MNT01168,TURF023,Floodlight Repair,2025-04-26,STF0101,3000,2,Completed,Routine check
MNT01169,TURF022,Floodlight Repair,2024-09-02,STF0112,1000,2,Scheduled,Pre-season prep
MNT01170,TURF003,Equipment Servicing,2025-11-23,STF0051,8000,6,In Progress,Scheduled upkeep
MNT01171,TURF046,Equipment Servicing,2024-06-27,STF0004,8000,6,Completed,Routine check
MNT01172,TURF049,Drainage Check,2024-03-25,STF0083,2000,3,Completed,Routine check
MNT01173,TURF035,Drainage Check,2024-12-26,STF0023,1000,2,Completed,Pre-season prep
MNT01174,TURF014,Pitch Rolling,2025-02-24,STF0078,1500,8,Completed,Routine check
MNT01175,TURF021,Cleaning,2024-10-04,STF0050,5000,6,Scheduled,Scheduled upkeep
MNT01176,TURF007,Pitch Rolling,2024-03-02,STF0150,5000,4,Completed,Routine check
MNT01177,TURF025,Drainage Check,2026-06-12,STF0059,2000,3,Completed,Customer complaint follow-up
MNT01178,TURF036,Painting,2025-04-03,STF0061,3000,8,Completed,Pre-season prep
MNT01179,TURF011,Net Replacement,2024-10-05,STF0101,5000,3,Completed,Scheduled upkeep
MNT01180,TURF035,Fencing Repair,2025-06-21,STF0105,5000,2,Completed,Customer complaint follow-up
MNT01181,TURF037,Turf Mowing,2024-03-11,STF0129,1000,8,Completed,Routine check
MNT01182,TURF007,Fencing Repair,2025-07-15,STF0051,12000,2,Completed,Routine check
MNT01183,TURF042,Turf Mowing,2025-03-14,STF0029,12000,4,Completed,Urgent repair
MNT01184,TURF030,Turf Mowing,2025-05-23,STF0050,3000,8,Completed,Pre-season prep
MNT01185,TURF049,Pitch Rolling,2024-07-10,STF0033,1500,8,Completed,Urgent repair
MNT01186,TURF013,Painting,2025-06-18,STF0025,500,1,In Progress,Routine check
MNT01187,TURF004,Cleaning,2025-02-27,STF0087,1500,3,Completed,Routine check
MNT01188,TURF043,Cleaning,2024-09-05,STF0130,2000,3,Completed,Scheduled upkeep
MNT01189,TURF026,Line Marking,2025-12-15,STF0105,500,8,Completed,Customer complaint follow-up
MNT01190,TURF037,Painting,2024-11-04,STF0036,5000,1,Completed,Scheduled upkeep
MNT01191,TURF042,Net Replacement,2026-05-12,STF0004,2000,8,Completed,Pre-season prep
MNT01192,TURF044,Drainage Check,2024-09-18,STF0082,1000,1,Completed,Customer complaint follow-up
MNT01193,TURF018,Floodlight Repair,2025-01-04,STF0063,1500,1,Completed,Pre-season prep
MNT01194,TURF019,Painting,2024-07-12,STF0041,3000,3,Completed,Routine check
MNT01195,TURF010,Fencing Repair,2026-04-29,STF0029,8000,4,Completed,Customer complaint follow-up
MNT01196,TURF024,Floodlight Repair,2025-02-23,STF0078,2000,2,Completed,Routine check
MNT01197,TURF010,Turf Mowing,2024-09-17,STF0041,8000,1,Completed,Urgent repair
MNT01198,TURF010,Turf Mowing,2025-01-16,STF0039,1000,4,Completed,Customer complaint follow-up
MNT01199,TURF049,Cleaning,2026-01-22,STF0051,500,3,Completed,Scheduled upkeep
MNT01200,TURF028,Pitch Rolling,2025-07-23,STF0026,1000,1,Completed,Pre-season prep
